event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,player_id,player_name,player_position_id,player_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,game_state_id,game_state,team_score,opponent_team_score,phase_index,player_possession_phase_index,first_player_possession_in_team_possession,last_player_possession_in_team_possession,lead_to_different_phase,issued_from_different_phase,n_player_possessions_in_phase,team_possession_loss_in_phase,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,current_team_in_possession_next_phase_type_id,current_team_in_possession_next_phase_type,current_team_out_of_possession_next_phase_type_id,current_team_out_of_possession_next_phase_type,current_team_in_possession_previous_phase_type_id,current_team_in_possession_previous_phase_type,current_team_out_of_possession_previous_phase_type_id,current_team_out_of_possession_previous_phase_type,game_interruption_before_id,game_interruption_before,game_interruption_after_id,game_interruption_after,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,start_type_id,start_type,end_type_id,end_type,one_touch,quick_pass,carry,forward_momentum,is_header,hand_pass,initiate_give_and_go,pass_angle_received,pass_direction_received_id,pass_direction_received,pass_distance_received,pass_range_received_id,pass_range_received,pass_outcome_id,pass_outcome,targeted_passing_option_event_id,high_pass,player_targeted_id,player_targeted_name,player_targeted_position_id,player_targeted_position,player_targeted_x_pass,player_targeted_y_pass,player_targeted_channel_pass_id,player_targeted_channel_pass,player_targeted_third_pass_id,player_targeted_third_pass,player_targeted_penalty_area_pass,player_targeted_x_reception,player_targeted_y_reception,player_targeted_channel_reception_id,player_targeted_channel_reception,player_targeted_third_reception_id,player_targeted_third_reception,player_targeted_penalty_area_reception,player_targeted_xpass_completion,player_targeted_difficult_pass_target,player_targeted_xthreat,player_targeted_dangerous,n_passing_options,n_off_ball_runs,n_passing_options_line_break,n_passing_options_first_line_break,n_passing_options_second_last_line_break,n_passing_options_last_line_break,n_passing_options_ahead,n_passing_options_dangerous_difficult,n_passing_options_dangerous_not_difficult,n_passing_options_not_dangerous_not_difficult,n_passing_options_not_dangerous_difficult,n_passing_options_at_start,n_passing_options_at_end,n_passing_options_ahead_at_start,n_passing_options_ahead_at_end,n_teammates_ahead_end,n_teammates_ahead_start,organised_defense,defensive_structure,n_defensive_lines,first_line_break,second_last_line_break,last_line_break,furthest_line_break_id,furthest_line_break,furthest_line_break_type_id,furthest_line_break_type,interplayer_distance,interplayer_distance_range_id,interplayer_distance_range,interplayer_angle,interplayer_direction_id,interplayer_direction,pass_distance,pass_range_id,pass_range,pass_angle,pass_direction_id,pass_direction,pass_ahead,n_opponents_ahead_player_in_possession_pass_moment,n_opponents_ahead_pass_reception,n_opponents_bypassed,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_previous_pass_matched,is_pass_reception_matched,fully_extrapolated
8_193,193,1846146,12017,12024,19:53.7,19:54.4,19,53,0.7,1,1,left_to_right,8,player_possession,22810,M. Swanson,19,CF,2337,Chicago RS,16.48,-28.19,5,wide_right,2,middle_third,False,16.34,-29.86,5,wide_right,2,middle_third,False,3,drawing,0,0,96,1,True,False,True,True,2,False,1,create,9,medium_block,2,finish,8,low_block,5,chaotic,5,chaotic,11,throw_in_for,,,False,False,1.42,-94.79,4,sideway_right,,,8.65,1,jogging,2.02,1.06,-0.96,26.96,28.01,10.48,11.67,1.19,28.04,26.99,-1.05,True,True,7,throw_in_reception,1,pass,False,True,False,False,False,False,False,,,,,,,1,successful,7_451,False,817610,J. Joseph,17.0,RW,13.62,-34.13,5,wide_right,2,middle_third,False,12.81,-34.08,5,wide_right,2,middle_third,False,0.9817,False,0.0013,False,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,True,4231.0,3,False,False,False,,,,,5.06,1,short,-122.5,4,sideway_right,3.71,1,short,-136.42,2,backward,False,5,6,-1,5,5,0,True,True,,True,False
8_194,194,1846146,12030,12034,19:55.0,19:55.4,19,55,0.4,1,1,left_to_right,8,player_possession,817610,J. Joseph,17,RW,2337,Chicago RS,12.81,-34.08,5,wide_right,2,middle_third,False,12.33,-34.1,5,wide_right,2,middle_third,False,3,drawing,0,0,97,1,False,False,True,True,1,False,2,finish,8,low_block,1,create,9,medium_block,1,create,9,medium_block,,,,,False,False,0.49,-178.12,2,backward,,,4.35,1,jogging,4.14,2.81,-1.33,28.31,28.16,15.5,15.83,0.33,26.69,26.84,0.15,False,False,1,pass_reception,1,pass,False,True,False,False,False,False,False,-136.42,2,backward,3.71,1,short,1,successful,7_453,False,57112,N. Kuikka,8.0,RB,-2.17,-29.99,5,wide_right,2,middle_third,False,0.39,-31.03,5,wide_right,2,middle_third,False,0.8682,False,0.0006,False,2,0,1,0,1,0,1,0,0,2,0,,,,,2,2,True,4231.0,3,False,False,False,,,,,15.07,2,medium,164.17,2,backward,14.53,1,short,166.02,2,backward,False,6,9,-3,6,6,0,True,True,True,True,False
8_195,195,1846146,12046,12057,19:56.6,19:57.7,19,56,1.1,1,1,left_to_right,8,player_possession,57112,N. Kuikka,8,RB,2337,Chicago RS,0.39,-31.03,5,wide_right,2,middle_third,False,1.32,-31.19,5,wide_right,2,middle_third,False,3,drawing,0,0,98,1,False,False,False,True,9,False,1,create,9,medium_block,6,direct,15,defending_direct,2,finish,8,low_block,,,,,False,False,0.95,-9.76,1,forward,,,1.56,1,jogging,7.4,2.9,-4.5,26.75,25.4,26.36,24.08,-2.28,28.25,29.6,1.35,False,False,1,pass_reception,1,pass,False,False,False,False,False,False,False,166.02,2,backward,14.53,1,short,1,successful,7_456,True,816413,H. Anderson,4.0,LCB,-8.92,0.66,3,center,2,middle_third,False,-15.88,0.21,3,center,2,middle_third,False,0.9876,False,0.0004,False,3,0,0,0,0,0,0,0,0,3,0,1,3,0,0,6,6,True,4231.0,3,False,False,False,,,,,33.46,3,long,107.82,3,sideway_left,32.27,3,long,105.22,3,sideway_left,False,9,10,-1,9,9,0,True,True,True,True,False
8_196,196,1846146,12081,12091,20:00.1,20:01.1,20,0,1.0,1,1,left_to_right,8,player_possession,816413,H. Anderson,4,LCB,2337,Chicago RS,-15.88,0.21,3,center,2,middle_third,False,-18.51,-0.83,3,center,1,defensive_third,False,3,drawing,0,0,98,2,False,False,False,False,9,False,1,create,9,medium_block,6,direct,15,defending_direct,2,finish,8,low_block,,,,,False,False,2.83,-158.42,2,backward,False,False,10.21,1,jogging,11.81,14.69,2.88,21.0,19.6,36.88,38.11,1.23,34.0,35.4,1.4,False,False,1,pass_reception,1,pass,False,True,True,False,False,False,False,105.22,3,sideway_left,32.27,3,long,1,successful,7_457,False,57146,C. Roccaro,6.0,RCB,-19.83,-14.05,4,half_space_right,1,defensive_third,False,-19.71,-13.89,4,half_space_right,1,defensive_third,False,0.9994,False,0.0001,False,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,8,8,True,424.0,3,False,False,False,,,,,13.29,1,short,-95.7,4,sideway_right,14.5,1,short,-86.64,4,sideway_right,False,10,10,0,10,10,0,True,True,True,True,False
8_197,197,1846146,12103,12135,20:02.3,20:05.5,20,2,3.2,1,1,left_to_right,8,player_possession,57146,C. Roccaro,6,RCB,2337,Chicago RS,-19.71,-13.89,4,half_space_right,1,defensive_third,False,-16.56,-12.85,4,half_space_right,2,middle_third,False,3,drawing,0,0,98,3,False,False,False,False,9,False,1,create,9,medium_block,6,direct,15,defending_direct,2,finish,8,low_block,,,,,False,False,3.57,18.27,1,forward,False,False,4.0,1,jogging,17.85,12.52,-5.33,18.2,15.7,37.91,32.26,-5.65,36.8,39.3,2.5,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,-86.64,4,sideway_right,14.5,1,short,1,successful,7_459,False,816413,H. Anderson,4.0,LCB,-19.47,7.24,3,center,1,defensive_third,False,-18.42,9.7,2,half_space_left,1,defensive_third,False,0.9984,False,0.0001,False,3,0,0,0,0,0,2,0,0,3,0,2,3,1,2,8,8,True,424.0,3,False,False,False,,,,,20.3,2,medium,98.24,3,sideway_left,17.53,2,medium,95.86,3,sideway_left,False,10,10,0,10,10,0,True,True,True,True,False
8_198,198,1846146,12157,12178,20:07.7,20:09.8,20,7,2.1,1,1,left_to_right,8,player_possession,816413,H. Anderson,4,LCB,2337,Chicago RS,-18.42,9.7,2,half_space_left,1,defensive_third,False,-14.69,15.4,2,half_space_left,2,middle_third,False,3,drawing,0,0,98,4,False,False,False,False,9,False,1,create,9,medium_block,6,direct,15,defending_direct,2,finish,8,low_block,,,,,False,False,6.5,56.8,3,sideway_left,False,False,11.75,1,jogging,14.93,11.28,-3.65,14.84,15.8,33.26,30.49,-2.77,40.16,39.2,-0.96,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,95.86,3,sideway_left,17.53,2,medium,1,successful,7_462,False,151186,T. Malham,2.0,LB,-5.0,31.34,1,wide_left,2,middle_third,False,-5.8,32.12,1,wide_left,2,middle_third,False,0.9947,False,0.0006,False,2,0,0,0,0,0,2,0,0,2,0,2,2,2,2,8,9,True,424.0,3,False,False,False,,,,,18.65,2,medium,58.7,3,sideway_left,15.14,2,medium,51.62,3,sideway_left,True,10,10,0,10,10,0,True,True,True,True,False
8_199,199,1846146,12192,12199,20:11.2,20:11.9,20,11,0.7,1,1,left_to_right,8,player_possession,151186,T. Malham,2,LB,2337,Chicago RS,-5.8,32.12,1,wide_left,2,middle_third,False,-6.06,32.25,1,wide_left,2,middle_third,False,3,drawing,0,0,98,5,False,False,False,False,9,False,1,create,9,medium_block,6,direct,15,defending_direct,2,finish,8,low_block,,,,,False,False,0.28,153.43,2,backward,,,1.53,1,jogging,9.37,6.88,-2.49,16.96,17.25,22.76,23.31,0.55,38.04,37.75,-0.29,False,False,1,pass_reception,1,pass,False,True,False,False,False,False,False,51.62,3,sideway_left,15.14,2,medium,1,successful,7_463,False,816413,H. Anderson,4.0,LCB,-15.3,20.28,1,wide_left,2,middle_third,False,-16.17,18.53,2,half_space_left,2,middle_third,False,0.9985,False,0.0003,False,2,0,1,0,1,0,1,0,0,1,1,2,2,1,1,6,6,True,424.0,3,False,False,False,,,,,15.12,2,medium,-127.67,4,sideway_right,15.78,2,medium,-130.5,4,sideway_right,False,10,10,0,10,10,0,True,True,True,True,False
8_200,200,1846146,12217,12236,20:13.7,20:15.6,20,13,1.9,1,1,left_to_right,8,player_possession,816413,H. Anderson,4,LCB,2337,Chicago RS,-16.17,18.53,2,half_space_left,2,middle_third,False,-15.49,14.43,2,half_space_left,2,middle_third,False,3,drawing,0,0,98,6,False,False,False,False,9,False,1,create,9,medium_block,6,direct,15,defending_direct,2,finish,8,low_block,,,,,False,False,3.97,-80.58,4,sideway_right,False,False,7.88,1,jogging,10.93,8.9,-2.04,16.61,15.75,32.78,31.24,-1.54,38.39,39.25,0.86,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,-130.5,4,sideway_right,15.78,2,medium,1,successful,7_465,False,57146,C. Roccaro,6.0,RCB,-18.5,-8.31,3,center,1,defensive_third,False,-18.51,-9.8,4,half_space_right,1,defensive_third,False,0.9986,False,0.0002,False,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,8,8,True,424.0,3,False,False,False,,,,,22.94,2,medium,-97.54,4,sideway_right,21.55,2,medium,-97.52,4,sideway_right,False,10,10,0,10,10,0,True,True,True,True,False
8_201,201,1846146,12256,12272,20:17.6,20:19.2,20,17,1.6,1,1,left_to_right,8,player_possession,57146,C. Roccaro,6,RCB,2337,Chicago RS,-18.51,-9.8,4,half_space_right,1,defensive_third,False,-16.26,-12.99,4,half_space_right,2,middle_third,False,3,drawing,0,0,98,7,False,False,False,False,9,False,1,create,9,medium_block,6,direct,15,defending_direct,2,finish,8,low_block,,,,,False,False,3.98,-54.8,4,sideway_right,False,False,8.92,1,jogging,17.77,14.68,-3.1,15.39,15.58,33.9,31.84,-2.06,39.61,39.42,-0.19,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,-97.52,4,sideway_right,21.55,2,medium,1,successful,7_466,False,57112,N. Kuikka,8.0,RB,-9.66,-28.53,5,wide_right,2,middle_third,False,-12.13,-27.78,5,wide_right,2,middle_third,False,0.997,False,0.0002,False,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,9,9,True,424.0,3,False,False,False,,,,,16.88,2,medium,-66.99,4,sideway_right,14.58,1,short,-54.91,4,sideway_right,True,10,10,0,10,10,0,True,True,True,True,False
8_202,202,1846146,12284,12298,20:20.4,20:21.8,20,20,1.4,1,1,left_to_right,8,player_possession,57112,N. Kuikka,8,RB,2337,Chicago RS,-12.13,-27.78,5,wide_right,2,middle_third,False,-12.48,-25.22,5,wide_right,2,middle_third,False,3,drawing,0,0,98,8,False,False,True,False,9,False,1,create,9,medium_block,6,direct,15,defending_direct,2,finish,8,low_block,,,,,False,False,2.7,97.79,3,sideway_left,False,False,6.87,1,jogging,10.14,6.9,-3.24,15.65,14.72,27.78,27.2,-0.58,39.35,40.28,0.93,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,-54.91,4,sideway_right,14.58,1,short,1,successful,7_467,False,57146,C. Roccaro,6.0,RCB,-22.76,-17.69,4,half_space_right,1,defensive_third,False,-24.19,-15.88,4,half_space_right,1,defensive_third,False,0.9969,False,0.0001,False,2,0,1,1,0,0,1,0,0,2,0,1,2,0,1,7,7,True,424.0,3,False,False,False,,,,,12.74,1,short,143.78,2,backward,13.16,1,short,144.15,2,backward,False,10,10,0,10,10,0,True,True,True,True,False
8_203,203,1846146,12315,12357,20:23.5,20:27.7,20,23,4.2,1,1,left_to_right,8,player_possession,57146,C. Roccaro,6,RCB,2337,Chicago RS,-24.19,-15.88,4,half_space_right,1,defensive_third,False,-11.29,-17.57,4,half_space_right,2,middle_third,False,3,drawing,0,0,99,1,False,False,True,True,1,False,6,direct,15,defending_direct,2,finish,8,low_block,1,create,9,medium_block,,,,,False,False,13.14,-7.46,1,forward,False,False,11.2,1,jogging,17.26,7.53,-9.73,12.27,14.49,36.46,25.78,-10.68,42.73,40.51,-2.22,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,144.15,2,backward,13.16,1,short,1,successful,7_473,True,151149,S. Groom,16.0,LW,13.7,7.51,3,center,2,middle_third,False,26.98,2.57,3,center,3,attacking_third,False,0.4521,True,0.0144,False,8,1,5,3,2,0,8,0,0,6,2,1,7,1,8,8,9,True,424.0,3,True,True,False,2,second_last,1,through,35.4,3,long,45.1,3,sideway_left,29.91,2,medium,49.26,3,sideway_left,True,10,2,8,10,10,0,True,True,True,True,False
8_204,204,1846146,12386,12402,20:30.6,20:32.2,20,30,1.6,1,1,left_to_right,8,player_possession,151149,S. Groom,16,LW,2337,Chicago RS,26.98,2.57,3,center,3,attacking_third,False,27.91,0.31,3,center,3,attacking_third,False,3,drawing,0,0,100,1,False,False,False,True,2,True,2,finish,8,low_block,9,medium_block,1,create,6,direct,15,defending_direct,,,,,False,False,3.17,-67.63,4,sideway_right,False,False,7.13,1,jogging,3.43,1.18,-2.26,30.47,35.08,3.49,7.17,3.68,24.53,19.92,-4.61,True,True,1,pass_reception,1,pass,False,False,True,False,False,False,False,49.26,3,sideway_left,29.91,2,medium,1,successful,7_478,False,817610,J. Joseph,17.0,RW,18.71,-6.48,3,center,3,attacking_third,False,20.96,-4.37,3,center,3,attacking_third,False,0.8134,False,0.0238,True,3,2,0,0,0,0,0,0,2,1,0,1,3,0,0,0,0,False,,,,,,,,,,11.43,1,short,-143.57,2,backward,12.23,1,short,-143.65,2,backward,False,2,5,-3,2,2,0,True,True,True,True,False
8_205,205,1846146,12411,12416,20:33.1,20:33.6,20,33,0.5,1,1,left_to_right,8,player_possession,817610,J. Joseph,17,RW,2337,Chicago RS,20.96,-4.37,3,center,3,attacking_third,False,21.63,-3.13,3,center,3,attacking_third,False,3,drawing,0,0,100,2,False,True,True,False,2,True,2,finish,8,low_block,9,medium_block,1,create,6,direct,15,defending_direct,,,,,False,False,1.15,61.62,3,sideway_left,,,10.15,1,jogging,1.73,0.89,-0.85,34.42,33.86,13.46,12.23,-1.23,20.58,21.14,0.56,True,True,1,pass_reception,5,possession_loss,False,False,False,False,False,False,False,-143.65,2,backward,12.23,1,short,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,2,1,1,1,0,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,-1,True,True,True,,False
8_206,206,1846146,12456,12479,20:37.6,20:39.9,20,37,2.3,1,2,right_to_left,8,player_possession,22542,Marta,19,CF,2334,Orlando Pride,-18.78,-11.61,4,half_space_right,1,defensive_third,False,-16.55,-9.66,4,half_space_right,2,middle_third,False,3,drawing,0,0,101,1,True,False,False,True,9,True,1,create,9,medium_block,9,medium_block,1,create,8,low_block,2,finish,,,,,False,False,3.42,41.17,1,forward,False,False,5.86,1,jogging,8.28,4.16,-4.12,0.24,4.18,19.02,20.73,1.71,54.76,50.82,-3.94,True,True,4,recovery,1,pass,False,False,True,False,False,False,False,,,,,,,1,successful,7_483,False,62389,Angelina,12.0,LM,-15.16,-2.39,3,center,2,middle_third,False,-13.01,-1.1,3,center,2,middle_third,False,0.9156,False,0.0012,False,2,1,0,0,0,0,1,0,0,2,0,2,1,1,1,3,2,False,,,,,,,,,,7.4,1,short,79.18,3,sideway_left,5.24,1,short,96.35,3,sideway_left,False,6,6,0,6,4,-2,True,True,,True,False
8_207,207,1846146,12488,12507,20:40.8,20:42.7,20,40,1.9,1,2,right_to_left,8,player_possession,62389,Angelina,12,LM,2334,Orlando Pride,-13.01,-1.1,3,center,2,middle_third,False,-13.0,-3.24,3,center,2,middle_third,False,3,drawing,0,0,101,2,False,False,False,False,9,True,1,create,9,medium_block,9,medium_block,1,create,8,low_block,2,finish,,,,,False,False,2.94,-89.73,4,sideway_right,False,False,6.04,1,jogging,5.7,4.46,-1.23,5.66,8.06,18.67,21.06,2.39,49.34,46.94,-2.4,True,True,1,pass_reception,1,pass,False,False,True,False,False,False,False,96.35,3,sideway_left,5.24,1,short,1,successful,7_488,False,817541,C. Dyke,8.0,RB,-24.0,-15.51,4,half_space_right,1,defensive_third,False,-20.45,-19.86,4,half_space_right,1,defensive_third,False,0.9866,False,0.0002,False,6,2,1,0,0,1,1,0,0,5,1,2,5,1,1,4,2,True,424.0,3,False,False,False,,,,,16.48,2,medium,-131.88,4,sideway_right,13.99,1,short,-136.74,2,backward,False,7,10,-3,7,6,-1,True,True,True,True,False
8_208,208,1846146,12526,12531,20:44.6,20:45.1,20,44,0.5,1,2,right_to_left,8,player_possession,817541,C. Dyke,8,RB,2334,Orlando Pride,-20.45,-19.86,4,half_space_right,1,defensive_third,False,-20.0,-21.09,5,wide_right,1,defensive_third,False,3,drawing,0,0,101,3,False,False,False,False,9,True,1,create,9,medium_block,9,medium_block,1,create,8,low_block,2,finish,,,,,False,False,1.07,-69.9,4,sideway_right,,,9.48,1,jogging,9.9,8.86,-1.04,8.37,8.64,28.82,28.64,-0.18,46.63,46.36,-0.27,False,False,1,pass_reception,1,pass,False,True,False,False,False,False,False,-136.74,2,backward,13.99,1,short,1,successful,7_491,False,151151,H. McCutcheon,14.0,RM,-10.76,-27.16,5,wide_right,2,middle_third,False,-12.44,-29.68,5,wide_right,2,middle_third,False,0.9735,False,0.0002,False,1,0,0,0,0,0,1,0,0,1,0,,,,,5,5,True,424.0,3,False,False,False,,,,,11.06,1,short,-33.3,1,forward,11.88,1,short,-16.38,1,forward,True,10,9,1,10,10,0,True,True,True,True,False
8_209,209,1846146,12548,12548,20:46.8,20:46.8,20,46,0.0,1,2,right_to_left,8,player_possession,151151,H. McCutcheon,14,RM,2334,Orlando Pride,-12.57,-29.76,5,wide_right,2,middle_third,False,-12.57,-29.76,5,wide_right,2,middle_third,False,3,drawing,0,0,101,4,False,False,False,False,9,True,1,create,9,medium_block,9,medium_block,1,create,8,low_block,2,finish,,,,,False,False,0.0,-151.84,2,backward,,,5.76,1,jogging,11.84,11.84,0.0,9.9,9.9,22.47,22.47,0.0,45.1,45.1,0.0,False,False,1,pass_reception,1,pass,True,False,False,False,False,False,False,-16.38,1,forward,11.88,1,short,1,successful,7_493,False,817541,C. Dyke,8.0,RB,-22.37,-23.88,5,wide_right,1,defensive_third,False,-24.87,-24.15,5,wide_right,1,defensive_third,False,0.9971,False,0.0,False,2,0,0,0,0,0,0,0,0,2,0,,,,,4,4,True,424.0,3,False,False,False,,,,,11.43,1,short,149.04,2,backward,11.81,1,short,144.02,2,backward,False,9,10,-1,9,9,0,True,True,True,True,False
8_210,210,1846146,12560,12566,20:48.0,20:48.6,20,48,0.6,1,2,right_to_left,8,player_possession,817541,C. Dyke,8,RB,2334,Orlando Pride,-24.87,-24.15,5,wide_right,1,defensive_third,False,-25.33,-24.05,5,wide_right,1,defensive_third,False,3,drawing,0,0,101,5,False,False,False,False,9,True,1,create,9,medium_block,9,medium_block,1,create,8,low_block,2,finish,,,,,False,False,0.47,167.74,2,backward,,,2.81,1,jogging,10.41,10.53,0.12,9.79,9.34,34.66,34.67,0.01,45.21,45.66,0.45,False,False,1,pass_reception,1,pass,False,True,False,False,False,False,False,144.02,2,backward,11.81,1,short,1,successful,7_495,False,441597,E. Madril Sams,6.0,RCB,-26.52,-11.02,4,half_space_right,1,defensive_third,False,-26.76,-10.34,4,half_space_right,1,defensive_third,False,0.9986,False,0.0001,False,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,7,7,True,424.0,3,False,False,False,,,,,13.08,1,short,95.22,3,sideway_left,13.25,1,short,98.99,3,sideway_left,False,10,10,0,10,10,0,True,True,True,True,False
8_211,211,1846146,12579,12593,20:49.9,20:51.3,20,49,1.4,1,2,right_to_left,8,player_possession,441597,E. Madril Sams,6,RCB,2334,Orlando Pride,-26.76,-10.34,4,half_space_right,1,defensive_third,False,-25.91,-7.24,3,center,1,defensive_third,False,3,drawing,0,0,101,6,False,False,False,False,9,True,1,create,9,medium_block,9,medium_block,1,create,8,low_block,2,finish,,,,,False,False,3.23,74.67,3,sideway_left,False,True,8.22,1,jogging,11.95,10.99,-0.96,8.68,8.6,35.44,34.51,-0.93,46.32,46.4,0.08,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,98.99,3,sideway_left,13.25,1,short,1,successful,7_496,False,149954,K. Strom,4.0,LCB,-25.19,8.93,3,center,1,defensive_third,False,-23.61,10.77,2,half_space_left,1,defensive_third,False,0.9989,False,0.0001,False,2,0,0,0,0,0,1,0,0,2,0,1,2,0,1,9,9,True,424.0,3,False,False,False,,,,,16.19,2,medium,87.45,3,sideway_left,13.47,1,short,89.23,3,sideway_left,False,10,10,0,10,10,0,True,True,True,True,False
8_212,212,1846146,12609,12631,20:52.9,20:55.1,20,52,2.2,1,2,right_to_left,8,player_possession,149954,K. Strom,4,LCB,2334,Orlando Pride,-23.61,10.77,2,half_space_left,1,defensive_third,False,-18.22,15.9,2,half_space_left,2,middle_third,False,3,drawing,0,0,101,7,False,False,False,False,9,True,1,create,9,medium_block,9,medium_block,1,create,8,low_block,2,finish,,,,,False,False,7.45,43.58,1,forward,False,False,12.06,1,jogging,12.59,9.48,-3.11,8.64,9.63,32.25,27.85,-4.4,46.36,45.37,-0.99,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,89.23,3,sideway_left,13.47,1,short,1,successful,7_498,False,149882,K. Abello,2.0,LB,-16.89,24.61,1,wide_left,2,middle_third,False,-16.4,25.11,1,wide_left,2,middle_third,False,0.9964,False,0.0002,False,2,0,1,1,0,0,2,0,0,2,0,2,2,2,2,7,8,True,424.0,3,False,False,False,,,,,8.81,1,short,81.32,3,sideway_left,7.71,1,short,77.8,3,sideway_left,False,10,10,0,10,10,0,True,True,True,True,False
8_213,213,1846146,12641,12648,20:56.1,20:56.8,20,56,0.7,1,2,right_to_left,8,player_possession,149882,K. Abello,2,LB,2334,Orlando Pride,-16.4,25.11,1,wide_left,2,middle_third,False,-16.35,25.7,1,wide_left,2,middle_third,False,3,drawing,0,0,101,8,False,False,False,False,9,True,1,create,9,medium_block,9,medium_block,1,create,8,low_block,2,finish,,,,,False,False,0.49,85.16,3,sideway_left,,,3.1,1,jogging,8.21,6.42,-1.79,10.1,10.18,26.5,26.53,0.03,44.9,44.82,-0.08,False,False,1,pass_reception,1,pass,False,True,False,False,False,False,False,77.8,3,sideway_left,7.71,1,short,1,successful,7_501,False,610122,S. Yates,16.0,LW,-0.56,32.31,1,wide_left,2,middle_third,False,-1.97,33.27,1,wide_left,2,middle_third,False,0.9808,False,0.0007,False,3,0,2,1,0,1,2,0,0,2,1,3,3,2,2,6,6,True,424.0,3,True,False,False,1,first,2,around,17.12,2,medium,22.72,1,forward,15.48,2,medium,15.4,1,forward,True,10,6,4,10,10,0,True,True,True,True,False
8_214,214,1846146,12662,12709,20:58.2,21:02.9,20,58,4.7,1,2,right_to_left,8,player_possession,610122,S. Yates,16,LW,2334,Orlando Pride,-1.97,33.27,1,wide_left,2,middle_third,False,12.93,20.1,2,half_space_left,2,middle_third,False,3,drawing,0,0,101,9,False,True,True,False,9,True,1,create,9,medium_block,9,medium_block,1,create,8,low_block,2,finish,,,,,False,False,19.68,-41.47,1,forward,False,True,15.18,2,running,10.48,3.79,-6.69,11.39,26.65,13.36,13.72,0.36,43.61,28.35,-15.26,False,True,1,pass_reception,1,pass,False,False,True,False,False,False,False,15.4,1,forward,15.48,2,medium,2,unsuccessful,7_504,,62389,Angelina,12.0,LM,9.76,10.69,2,half_space_left,2,middle_third,False,,,,,,,,0.6685,False,0.0052,False,5,1,2,0,1,1,4,0,1,4,0,1,5,1,4,4,4,True,4231.0,3,False,False,False,,,,,9.93,1,short,-108.62,4,sideway_right,,,,,,,False,6,6,0,6,6,0,True,True,True,True,False
8_215,215,1846146,12727,12733,21:04.7,21:05.3,21,4,0.6,1,1,left_to_right,8,player_possession,22723,J. Grosso,9,LDM,2337,Chicago RS,-17.69,-4.66,3,center,2,middle_third,False,-16.96,-3.95,3,center,2,middle_third,False,3,drawing,0,0,102,10,True,False,False,True,11,False,1,create,9,medium_block,6,direct,15,defending_direct,9,medium_block,1,create,,,,,False,False,1.02,44.2,1,forward,,,6.2,1,jogging,7.72,5.83,-1.88,10.61,9.87,28.3,26.83,-1.47,44.39,45.13,0.74,True,True,2,pass_interception,1,pass,False,True,False,False,False,False,False,,,,,,,1,successful,7_509,False,151149,S. Groom,16.0,LW,-12.11,0.0,3,center,2,middle_third,False,-11.47,1.03,3,center,2,middle_third,False,0.9239,False,0.0015,False,3,0,2,0,2,0,2,0,0,3,0,3,3,2,3,4,4,True,433.0,3,False,True,False,2,second_last,1,through,6.25,1,short,39.16,1,forward,5.15,1,short,34.15,1,forward,True,7,5,2,7,6,-1,True,True,True,True,False
